time	pH		Temp/°C		Cond/µS	
3550		6.316		21.5		-5000	
3551		6.316		21.5		-5024	
3552		6.316		21.5		-5000	
3553		6.316		21.6		-5000	
3554		6.316		21.6		-5000	
3555		6.316		21.6		-5000	
3556		6.316		21.6		-5012	
3557		6.316		21.6		-5012	
3558		6.316		21.5		-5012	
3559		6.316		21.6		-5000	
3560		6.316		21.5		-5000	
3561		6.316		21.6		-5012	
3562		6.316		21.6		-5012	
3563		6.316		21.6		-5012	
3564		6.316		21.7		-5012	
3565		6.316		21.6		-5012	
3566		6.317		21.6		-5024	
3567		6.317		21.6		-5012	
3568		6.317		21.6		-5012	
3569		6.317		21.6		-5012	
3570		6.317		21.6		-5024	
3571		6.317		21.6		-5000	
3572		6.317		21.5		-5000	
3573		6.317		21.6		-5012	
3574		6.317		21.6		-4987	
3575		6.317		21.6		-5000	
3576		6.318		21.5		-5024	
3577		6.318		21.5		-5012	
3578		6.318		21.5		-5012	
3579		6.318		21.6		-4987	
3580		6.318		21.6		-5000	
3581		6.318		21.6		-5000	
3582		6.318		21.6		-5024	
3583		6.318		21.6		-5012	
3584		6.318		21.6		-5024	
3585		6.318		21.5		-5024	
3586		6.318		21.5		-5000	
3587		6.318		21.6		-5012	
3588		6.318		21.6		-5012	
3589		6.318		21.5		-5012	
3590		6.318		21.5		-5000	
3591		6.318		21.6		-5024	
3592		6.318		21.6		-5024	
3593		6.319		21.6		-5000	
3594		6.319		21.5		-4987	
3595		6.319		21.6		-5024	
3596		6.319		21.6		-5012	
3597		6.319		21.6		-5012	
3598		6.319		21.6		-5012	
3599		6.319		21.6		-5000	
3600		6.319		21.6		-5012	
3601		6.319		21.5		-5012	
3602		6.319		21.5		-4987	
3603		6.319		21.6		-5000	
3604		6.319		21.6		-5012	
3605		6.32		21.6		-5012	
3606		6.32		21.6		-5024	
3607		6.32		21.5		-5012	
3608		6.32		21.6		-5012	
3609		6.32		21.6		-5024	
3610		6.32		21.6		-5012	
3611		6.32		21.6		-5012	
3612		6.32		21.6		-5000	
3613		6.32		21.6		-5012	
3614		6.321		21.6		-5024	
3615		6.321		21.6		-5012	
3616		6.321		21.6		-5012	
3617		6.321		21.6		-5024	
3618		6.321		21.6		-5012	
3619		6.321		21.6		-5012	
3620		6.321		21.6		-5000	
3621		6.347		21.6		-5000	
3622		6.356		21.6		-5024	
3623		6.357		21.6		-5024	
3624		6.36		21.6		-5024	
3625		6.362		21.6		-5024	
3626		6.365		21.6		-5012	
3627		6.367		21.6		-5024	
3628		6.37		21.6		-5000	
3629		6.373		21.6		-5024	
3630		6.376		21.6		-5012	
3631		6.379		21.7		-5024	
3632		6.381		21.7		-5012	
3633		6.384		21.6		-5012	
3634		6.387		21.7		-5000	
3635		6.39		21.5		-5012	
3636		6.392		21.6		-5024	
3637		6.395		21.6		-5000	
3638		6.398		21.5		-5000	
3639		6.4		21.6		-5000	
3640		6.403		21.6		-5000	
3641		6.405		21.6		-5012	
3642		6.407		21.6		-5012	
3643		6.409		21.6		-5024	
3644		6.411		21.6		-5000	
3645		6.413		21.6		-5000	
3646		6.415		21.6		-5012	
3647		6.418		21.6		-5012	
3648		6.419		21.6		-5012	
3649		6.421		21.7		-5000	
3650		6.422		21.6		-5012	
3651		6.423		21.6		-5012	
3652		6.425		21.6		-5000	
3653		6.426		21.6		-5012	
3654		6.427		21.6		-5000	
3655		6.428		21.6		-5024	
3656		6.429		21.7		-4987	
3657		6.43		21.6		-5012	
3658		6.431		21.6		-4987	
3659		6.432		21.6		-5012	
3660		6.432		21.6		-5000	
3661		6.433		21.7		-5024	
3662		6.434		21.6		-5012	
3663		6.434		21.6		-5012	
3664		6.434		21.6		-5012	
3665		6.435		21.6		-5024	
3666		6.436		21.6		-5000	
3667		6.436		21.6		-5012	
3668		6.436		21.6		-5012	
3669		6.436		21.5		-5012	
3670		6.436		21.6		-4987	
3671		6.437		21.6		-5012	
3672		6.437		21.6		-5000	
3673		6.438		21.5		-5000	
3674		6.438		21.5		-5012	
3675		6.438		21.6		-5000	
3676		6.438		21.6		-5000	
3677		6.439		21.6		-5012	
3678		6.439		21.6		-5012	
3679		6.439		21.6		-5012	
3680		6.439		21.6		-5000	
3681		6.439		21.6		-5024	
3682		6.44		21.6		-5000	
3683		6.44		21.5		-5000	
3684		6.44		21.6		-5000	
3685		6.44		21.6		-5000	
3686		6.44		21.6		-5012	
3687		6.44		21.6		-5012	
3688		6.44		21.6		-5024	
3689		6.44		21.6		-5000	
3690		6.44		21.5		-5000	
3691		6.44		21.6		-5012	
3692		6.44		21.6		-5012	
3693		6.441		21.6		-5000	
3694		6.441		21.6		-5012	
3695		6.441		21.5		-5012	
3696		6.44		21.5		-5012	
3697		6.44		21.5		-5000	
3698		6.44		21.6		-5000	
3699		6.44		21.6		-5012	
3700		6.44		21.5		-4975	
3701		6.44		21.6		-5024	
3702		6.44		21.6		-5012	
3703		6.44		21.5		-5000	
3704		6.44		21.6		-5000	
3705		6.44		21.6		-5012	
3706		6.44		21.6		-5000	
3707		6.439		21.6		-5000	
3708		6.439		21.6		-5000	
3709		6.439		21.5		-5000	
3710		6.439		21.6		-5012	
3711		6.439		21.6		-5000	
3712		6.439		21.5		-5000	
3713		6.439		21.5		-5012	
3714		6.439		21.5		-4987	
3715		6.438		21.6		-5000	
3716		6.438		21.6		-5012	
3717		6.438		21.6		-5012	
3718		6.438		21.6		-5000	
3719		6.438		21.6		-5012	
3720		6.438		21.6		-5012	
3721		6.438		21.6		-5012	
3722		6.437		21.6		-5024	
3723		6.437		21.6		-5000	
3724		6.437		21.6		-5012	
3725		6.437		21.6		-5012	
3726		6.437		21.6		-4987	
3727		6.437		21.6		-5012	
3728		6.437		21.6		-5000	
3729		6.436		21.6		-5024	
3730		6.436		21.6		-5024	
3731		6.436		21.6		-5000	
3732		6.436		21.6		-5024	
3733		6.436		21.7		-5000	
3734		6.436		21.6		-5012	
3735		6.436		21.6		-5000	
3736		6.436		21.6		-5012	
3737		6.436		21.7		-5000	
3738		6.435		21.7		-4987	
3739		6.435		21.6		-5012	
3740		6.435		21.6		-5012	
3741		6.435		21.6		-5012	
3742		6.436		21.7		-5000	
3743		6.436		21.6		-5012	
3744		6.436		21.6		-5000	
3745		6.436		21.6		-4987	
3746		6.436		21.6		-5024	
3747		6.436		21.6		-5012	
3748		6.436		21.7		-5012	
3749		6.436		21.6		-5024	
3750		6.436		21.6		-5024	
3751		6.436		21.6		-5012	
3752		6.436		21.7		-5000	
3753		6.436		21.7		-5012	
3754		6.437		21.7		-5012	
3755		6.437		21.6		-5012	
3756		6.437		21.7		-4987	
3757		6.437		21.6		-5024	
3758		6.438		21.6		-5012	
3759		6.438		21.7		-5036	
3760		6.438		21.7		-4987	
3761		6.439		21.7		-5000	
3762		6.439		21.7		-5012	
3763		6.439		21.7		-5012	
3764		6.439		21.7		-5012	
3765		6.44		21.7		-5000	
3766		6.44		21.6		-5012	
3767		6.441		21.7		-5012	
3768		6.441		21.7		-5012	
3769		6.442		21.7		-5012	
3770		6.443		21.7		-5000	
3771		6.444		21.6		-5024	
3772		6.444		21.6		-5012	
3773		6.444		21.7		-5012	
3774		6.445		21.6		-5012	
3775		6.446		21.6		-5012	
3776		6.446		21.6		-5036	
3777		6.447		21.6		-5012	
3778		6.448		21.7		-5024	
3779		6.448		21.7		-5012	
3780		6.449		21.6		-5024	
3781		6.45		21.7		-4987	
3782		6.45		21.6		-5024	
3783		6.451		21.6		-5024	
3784		6.452		21.6		-5012	
3785		6.453		21.6		-5000	
3786		6.453		21.6		-4987	
3787		6.455		21.6		-5012	
3788		6.455		21.7		-5000	
3789		6.456		21.6		-5012	
3790		6.457		21.6		-5012	
3791		6.458		21.6		-4987	
3792		6.459		21.6		-5012	
3793		6.46		21.6		-4987	
3794		6.461		21.6		-5000	
3795		6.461		21.6		-5012	
3796		6.463		21.6		-5000	
3797		6.463		21.6		-5000	
3798		6.465		21.6		-5000	
3799		6.466		21.6		-5012	
3800		6.467		21.6		-5012	
3801		6.468		21.5		-5012	
3802		6.469		21.6		-5024	
3803		6.471		21.6		-5012	
3804		6.471		21.6		-5024	
3805		6.473		21.6		-5000	
3806		6.474		21.5		-4987	
3807		6.474		21.6		-5012	
3808		6.476		21.6		-5000	
3809		6.477		21.5		-5012	
3810		6.478		21.6		-5012	
3811		6.479		21.6		-4987	
3812		6.48		21.5		-5000	
3813		6.482		21.6		-5012	
3814		6.483		21.6		-5000	
3815		6.484		21.6		-5012	
3816		6.485		21.6		-5012	
3817		6.486		21.6		-5000	
3818		6.488		21.6		-5012	
3819		6.489		21.5		-5000	
3820		6.49		21.5		-5000	
3821		6.492		21.5		-5000	
3822		6.493		21.6		-5000	
3823		6.494		21.6		-4987	
3824		6.496		21.6		-5012	
3825		6.497		21.6		-5000	
3826		6.498		21.6		-5024	
3827		6.499		21.6		-5000	
3828		6.501		21.6		-5000	
3829		6.502		21.6		-5012	
3830		6.503		21.6		-5000	
3831		6.505		21.5		-5000	
3832		6.507		21.6		-5012	
3833		6.508		21.6		-5000	
3834		6.509		21.6		-5012	
3835		6.511		21.6		-5000	
3836		6.512		21.6		-5012	
3837		6.513		21.7		-4987	
3838		6.515		21.6		-5000	
3839		6.517		21.6		-5000	
3840		6.518		21.6		-5012	
3841		6.519		21.6		-4975	
3842		6.521		21.6		-5012	
3843		6.522		21.6		-5012	
3844		6.524		21.6		-5012	
3845		6.525		21.6		-5000	
3846		6.526		21.6		-5012	
3847		6.528		21.6		-5000	
3848		6.53		21.6		-5012	
3849		6.532		21.6		-5000	
3850		6.533		21.6		-5000	
3851		6.535		21.6		-5000	
3852		6.536		21.6		-5012	
3853		6.538		21.6		-4987	
3854		6.54		21.6		-5000	
3855		6.541		21.6		-5012	
3856		6.543		21.6		-5012	
3857		6.544		21.6		-5012	
3858		6.546		21.6		-4987	
3859		6.547		21.6		-5000	
3860		6.549		21.6		-4987	
3861		6.551		21.6		-5012	
3862		6.553		21.6		-5000	
3863		6.554		21.6		-5012	
3864		6.556		21.6		-5024	
3865		6.558		21.6		-5000	
3866		6.559		21.7		-4987	
3867		6.561		21.7		-5000	
3868		6.563		21.7		-5000	
3869		6.565		21.6		-5024	
3870		6.567		21.6		-5012	
3871		6.568		21.6		-5012	
3872		6.57		21.7		-5000	
3873		6.572		21.6		-5000	
3874		6.574		21.6		-5000	
3875		6.576		21.6		-4987	
3876		6.578		21.7		-5012	
3877		6.579		21.7		-5000	
3878		6.581		21.7		-5000	
3879		6.583		21.6		-5000	
3880		6.585		21.6		-5024	
3881		6.587		21.6		-5012	
3882		6.59		21.7		-5012	
3883		6.591		21.6		-5000	
3884		6.593		21.6		-5000	
3885		6.595		21.7		-5012	
3886		6.597		21.6		-5012	
3887		6.599		21.7		-4987	
3888		6.601		21.6		-5012	
3889		6.603		21.6		-5012	
3890		6.605		21.6		-4987	
3891		6.607		21.6		-5024	
3892		6.61		21.6		-5024	
3893		6.612		21.6		-5012	
3894		6.614		21.6		-5024	
3895		6.616		21.6		-5012	
3896		6.618		21.6		-5012	
3897		6.621		21.6		-4987	
3898		6.623		21.5		-5000	
3899		6.626		21.6		-5012	
3900		6.628		21.6		-5000	
3901		6.63		21.5		-5000	
3902		6.632		21.6		-5012	
3903		6.635		21.6		-5024	
3904		6.637		21.6		-5012	
3905		6.639		21.6		-5000	
3906		6.642		21.6		-5024	
3907		6.644		21.6		-5024	
3908		6.647		21.6		-5012	
3909		6.649		21.6		-5012	
3910		6.652		21.6		-5000	
3911		6.654		21.6		-5012	
3912		6.657		21.6		-5012	
3913		6.659		21.6		-5012	
3914		6.662		21.6		-5012	
3915		6.664		21.6		-4987	
3916		6.667		21.6		-5000	
3917		6.67		21.6		-5000	
3918		6.672		21.6		-4987	
3919		6.674		21.5		-5000	
3920		6.677		21.5		-5000	
3921		6.68		21.6		-5000	
3922		6.683		21.5		-5012	
3923		6.685		21.5		-5012	
3924		6.688		21.5		-4987	
3925		6.691		21.5		-5000	
3926		6.693		21.6		-5000	
3927		6.696		21.5		-5000	
3928		6.699		21.5		-5000	
3929		6.701		21.6		-5012	
3930		6.704		21.6		-5012	
3931		6.707		21.6		-5000	
3932		6.709		21.5		-5000	
3933		6.712		21.6		-5000	
3934		6.715		21.6		-5012	
3935		6.718		21.6		-5012	
3936		6.72		21.5		-5000	
3937		6.724		21.5		-5000	
3938		6.726		21.6		-5012	
3939		6.729		21.5		-5012	
3940		6.731		21.6		-5000	
3941		6.735		21.5		-5000	
3942		6.737		21.6		-5012	
3943		6.74		21.6		-5012	
3944		6.743		21.5		-5012	
3945		6.746		21.5		-5000	
3946		6.749		21.6		-5000	
3947		6.752		21.6		-5000	
3948		6.755		21.6		-5012	
3949		6.758		21.6		-5024	
3950		6.76		21.6		-5012	
3951		6.763		21.6		-5024	
3952		6.766		21.5		-5012	
3953		6.768		21.6		-4987	
3954		6.772		21.6		-5012	
3955		6.775		21.6		-5012	
3956		6.778		21.6		-5000	
3957		6.781		21.6		-5012	
3958		6.783		21.6		-5012	
3959		6.786		21.6		-5012	
3960		6.789		21.6		-5000	
3961		6.792		21.6		-5024	
3962		6.795		21.6		-5012	
3963		6.799		21.6		-5024	
3964		6.801		21.6		-5000	
3965		6.804		21.6		-4987	
3966		6.806		21.7		-5000	
3967		6.81		21.6		-5012	
3968		6.812		21.6		-5000	
3969		6.816		21.6		-5012	
3970		6.818		21.6		-5012	
3971		6.822		21.7		-5000	
3972		6.824		21.6		-5000	
3973		6.827		21.6		-5000	
3974		6.829		21.6		-5000	
3975		6.832		21.6		-5012	
3976		6.835		21.6		-5024	
3977		6.838		21.6		-4987	
3978		6.841		21.6		-5000	
3979		6.843		21.7		-5024	
3980		6.846		21.6		-5024	
3981		6.849		21.6		-5012	
3982		6.852		21.6		-5012	
3983		6.855		21.6		-5000	
3984		6.858		21.6		-5012	
3985		6.86		21.6		-5000	
3986		6.864		21.6		-5024	
3987		6.866		21.7		-5012	
3988		6.868		21.6		-5012	
3989		6.872		21.6		-5012	
3990		6.874		21.6		-5012	
3991		6.877		21.6		-5000	
3992		6.879		21.6		-5012	
3993		6.882		21.7		-5012	
3994		6.885		21.6		-5024	
3995		6.887		21.6		-5000	
3996		6.891		21.6		-5012	
