Time	Cond		
2426	0.6711	-0.0005	19.3
2427	0.671	-0.0078	19.3
2428	0.671	-0.001	19.3
2429	0.6711	0.002	19.3
2430	0.671	-0.0037	19.3
2431	0.6711	-0.0021	19.3
2432	0.671	-0.0065	19.3
2433	0.671	0.001	19.3
2434	0.671	-0.0046	19.3
2435	0.671	-0.004	19.3
2436	0.671	-0.0046	19.3
2437	0.671	-0.0008	19.3
2438	0.671	-0.0039	19.3
2439	0.671	-0.0017	19.3
2440	0.671	-0.0037	19.3
2441	0.671	-0.0033	19.3
2442	0.671	-0.0045	19.3
2443	0.671	-0.0041	19.3
2444	0.671	-0.0049	19.3
2445	0.6711	0.0003	19.3
2446	0.671	-0.005	19.3
2447	0.671	-0.0055	19.3
2448	0.671	-0.0033	19.3
2449	0.671	-0.0023	19.3
2450	0.671	-0.0011	19.3
2451	0.671	-0.0014	19.3
2452	0.671	-0.0071	19.3
2453	0.671	-0.0056	19.3
2454	0.671	-0.0023	19.3
2455	0.671	-0.0033	19.3
2456	0.671	-0.0042	19.3
2457	0.671	-0.0052	19.3
2458	0.671	-0.0006	19.3
2459	0.671	-0.0002	19.3
2460	0.671	-0.0034	19.3
2461	0.671	-0.0034	19.3
2462	0.671	-0.0054	19.3
2463	0.6709	-0.0052	19.3
2464	0.671	-0.0041	19.3
2465	0.671	-0.0017	19.3
2466	0.6711	-0.0019	19.3
2467	0.671	-0.0033	19.3
2468	0.671	-0.0065	19.3
2469	0.671	-0.0005	19.3
2470	0.671	-0.0066	19.3
2471	0.671	-0.0008	19.3
2472	0.6709	-0.0046	19.3
2473	0.671	-0.0041	19.3
2474	0.6711	0	19.3
2475	0.671	-0.003	19.3
2476	0.671	-0.0024	19.3
2477	0.671	-0.0041	19.3
2478	0.671	-0.0047	19.3
2479	0.671	-0.0012	19.3
2480	0.671	-0.0047	19.3
2481	0.671	-0.0019	19.3
2482	0.671	-0.0052	19.3
2483	0.671	-0.004	19.3
2484	0.671	-0.0038	19.3
2485	0.671	-0.0009	19.3
2486	0.671	-0.0048	19.3
2487	0.671	-0.0005	19.3
2488	0.671	-0.0044	19.3
2489	0.6709	-0.0055	19.3
2490	0.671	-0.0024	19.3
2491	0.6709	-0.0065	19.3
2492	0.671	-0.0018	19.3
2493	0.671	-0.0038	19.3
2494	0.671	-0.0034	19.3
2495	0.6709	-0.0043	19.3
2496	0.671	-0.0019	19.3
2497	0.671	-0.0015	19.3
2498	0.671	0.0003	19.3
2499	0.671	-0.0016	19.3
2500	0.6709	-0.0062	19.3
2501	0.671	0.0016	19.3
2502	0.671	-0.0036	19.3
2503	0.671	-0.0049	19.3
2504	0.6709	-0.0023	19.3
2505	0.6709	-0.0045	19.3
2506	0.6709	-0.004	19.3
2507	0.671	-0.0042	19.3
2508	0.6709	-0.0051	19.3
2509	0.6709	-0.0038	19.3
2510	0.6709	-0.0056	19.3
2511	0.6709	-0.0036	19.3
2512	0.671	-0.0022	19.3
2513	0.671	-0.0037	19.3
2514	0.6709	-0.0021	19.3
2515	0.671	-0.0008	19.3
2516	0.671	-0.0048	19.3
2517	0.671	-0.0021	19.3
2518	0.6709	-0.001	19.3
2519	0.6709	-0.0034	19.3
2520	0.6709	-0.005	19.3
2521	0.671	-0.0036	19.3
2522	0.6709	-0.0043	19.3
2523	0.6709	-0.0068	19.3
2524	0.6709	-0.0025	19.3
2525	0.671	-0.0046	19.3
2526	0.6709	-0.0016	19.3
2527	0.6709	-0.0006	19.3
2528	0.6709	-0.0031	19.3
2529	0.6709	-0.002	19.3
2530	0.6709	-0.0026	19.3
2531	0.6709	-0.006	19.3
2532	0.671	-0.0062	19.3
2533	0.6709	-0.0036	19.3
2534	0.6709	-0.0037	19.3
2535	0.6709	-0.0045	19.3
2536	0.671	-0.0008	19.3
2537	0.671	-0.0016	19.3
2538	0.6709	-0.0043	19.3
2539	0.6709	-0.0053	19.3
2540	0.6709	-0.0039	19.3
2541	0.6709	0.001	19.3
2542	0.6709	-0.0061	19.3
2543	0.6709	-0.0028	19.3
2544	0.6709	-0.0041	19.3
2545	0.6709	-0.0041	19.3
2546	0.6709	-0.001	19.3
2547	0.6709	-0.0031	19.3
2548	0.6709	-0.0077	19.3
2549	0.6709	-0.0008	19.3
2550	0.6709	-0.0027	19.3
2551	0.6709	-0.0026	19.3
2552	0.6709	-0.0019	19.3
2553	0.6709	-0.0069	19.3
2554	0.6709	-0.0085	19.3
2555	0.6709	-0.0014	19.3
2556	0.6709	-0.0032	19.3
2557	0.6709	-0.003	19.3
2558	0.6709	0	19.3
2559	0.6708	-0.0022	19.3
2560	0.6709	-0.0036	19.3
2561	0.6708	-0.0044	19.3
2562	0.6709	-0.0028	19.3
2563	0.6709	-0.0012	19.3
2564	0.6708	-0.0041	19.3
2565	0.6708	-0.0061	19.3
2566	0.6709	-0.0036	19.3
2567	0.6709	-0.0034	19.3
2568	0.6709	-0.0042	19.3
2569	0.6709	0.0005	19.3
2570	0.6709	-0.0052	19.3
2571	0.6709	-0.0058	19.3
2572	0.6709	-0.0047	19.3
2573	0.6708	-0.0031	19.3
2574	0.6709	-0.0017	19.3
2575	0.6709	-0.0011	19.3
2576	0.6709	-0.0032	19.3
2577	0.6708	-0.0016	19.3
2578	0.6708	-0.0022	19.3
2579	0.6709	-0.0051	19.3
2580	0.6709	-0.0018	19.3
2581	0.6709	-0.0032	19.3
2582	0.6709	0.0016	19.3
2583	0.6709	-0.0043	19.3
2584	0.6709	0.0009	19.3
2585	0.6709	-0.0057	19.3
2586	0.6709	-0.0009	19.3
2587	0.6708	-0.0032	19.3
2588	0.6708	-0.0062	19.3
2589	0.6708	-0.0046	19.3
2590	0.6709	-0.001	19.3
2591	0.6709	-0.0057	19.3
2592	0.6708	-0.0003	19.3
2593	0.6708	-0.005	19.3
2594	0.6709	-0.0006	19.3
2595	0.6709	0.0017	19.3
2596	0.6709	-0.0052	19.3
2597	0.6709	-0.003	19.3
2598	0.6709	-0.0025	19.3
2599	0.6709	-0.006	19.3
2600	0.6709	-0.0006	19.3
2601	0.6709	-0.0044	19.3
2602	0.6709	-0.0007	19.3
2603	0.6709	0.0007	19.3
2604	0.6709	-0.0048	19.3
2605	0.6709	-0.0016	19.3
2606	0.6709	-0.0022	19.3
2607	0.6709	-0.0013	19.3
2608	0.6709	-0.0037	19.3
2609	0.6709	-0.0048	19.3
2610	0.6709	-0.0025	19.3
2611	0.6708	-0.001	19.3
2612	0.6709	-0.0034	19.3
2613	0.6709	-0.0069	19.3
2614	0.6709	-0.0021	19.3
2615	0.6709	-0.0055	19.3
2616	0.6709	-0.0058	19.3
2617	0.6709	-0.0015	19.3
2618	0.6709	-0.0042	19.3
2619	0.6709	0.0007	19.3
2620	0.6709	0.0017	19.3
2621	0.6708	-0.0047	19.3
2622	0.6709	0.001	19.3
2623	0.6708	-0.0047	19.3
2624	0.6709	-0.0023	19.3
2625	0.6709	-0.0048	19.3
2626	0.6709	-0.0019	19.3
2627	0.6709	-0.0013	19.3
2628	0.6709	-0.0019	19.3
2629	0.6709	-0.0009	19.3
2630	0.6709	-0.0041	19.3
2631	0.6708	-0.0026	19.3
2632	0.6709	-0.008	19.3
2633	0.6709	-0.0015	19.3
2634	0.6708	-0.0057	19.3
2635	0.6709	0.0003	19.3
2636	0.6708	-0.0038	19.3
2637	0.6709	-0.0035	19.3
2638	0.6709	-0.0031	19.3
2639	0.6709	-0.0037	19.3
2640	0.6708	-0.0011	19.3
2641	0.6709	-0.0053	19.3
2642	0.6709	-0.0033	19.3
2643	0.6709	0.0007	19.3
2644	0.6708	-0.0057	19.3
2645	0.6709	0.0016	19.3
2646	0.6709	-0.0023	19.3
2647	0.6709	-0.0005	19.3
2648	0.6708	-0.0064	19.3
2649	0.6708	-0.005	19.3
2650	0.6708	-0.0027	19.3
2651	0.6708	-0.0044	19.3
2652	0.6708	-0.0068	19.3
2653	0.6709	-0.003	19.3
2654	0.6709	-0.0028	19.3
2655	0.6708	-0.0048	19.3
2656	0.6709	-0.0028	19.3
2657	0.6708	-0.0004	19.3
2658	0.6709	-0.0015	19.3
2659	0.6708	-0.006	19.3
2660	0.6709	0.0004	19.3
2661	0.6708	-0.0041	19.3
2662	0.6708	-0.0034	19.3
2663	0.6709	-0.0029	19.3
2664	0.6708	-0.0032	19.3
2665	0.6709	0.001	19.3
2666	0.6708	-0.0036	19.3
2667	0.6708	-0.0028	19.3
2668	0.6708	-0.001	19.3
2669	0.6708	-0.0054	19.3
2670	0.6709	0.0021	19.3
2671	0.6708	-0.0048	19.3
2672	0.6709	-0.0028	19.3
2673	0.6708	-0.0037	19.3
2674	0.6708	-0.004	19.3
2675	0.6709	-0.0043	19.3
2676	0.6708	-0.0056	19.3
2677	0.6708	-0.0082	19.3
2678	0.6708	-0.0018	19.3
2679	0.6709	-0.0047	19.3
2680	0.6708	-0.0038	19.3
2681	0.6708	-0.0066	19.3
2682	0.6708	-0.0014	19.3
2683	0.6709	-0.0044	19.3
2684	0.6709	-0.0046	19.3
2685	0.6709	-0.0004	19.3
2686	0.6709	-0.0025	19.3
2687	0.6709	-0.0041	19.3
2688	0.6708	-0.0058	19.3
2689	0.6709	-0.0061	19.3
2690	0.6709	-0.0014	19.3
2691	0.6708	-0.0055	19.3
2692	0.6708	-0.0086	19.3
2693	0.6709	-0.0002	19.3
2694	0.6709	0.0013	19.3
2695	0.6709	-0.002	19.3
2696	0.6709	0	19.3
2697	0.6709	-0.0054	19.3
2698	0.6708	-0.0027	19.3
2699	0.6709	-0.0003	19.3
2700	0.6708	-0.0035	19.3
2701	0.6708	-0.0048	19.3
2702	0.6708	-0.0006	19.3
2703	0.6708	-0.0046	19.3
2704	0.6708	-0.0038	19.3
2705	0.6708	-0.0027	19.3
2706	0.6708	-0.0006	19.3
2707	0.6708	-0.0048	19.3
2708	0.6708	-0.0035	19.3
2709	0.6708	-0.0032	19.3
2710	0.6709	-0.0025	19.3
2711	0.6708	-0.0018	19.3
2712	0.6709	-0.0031	19.3
2713	0.6709	-0.0015	19.3
2714	0.6709	-0.0027	19.3
2715	0.6709	-0.0019	19.3
2716	0.6709	0.0001	19.3
2717	0.6708	-0.0019	19.3
2718	0.6708	-0.0045	19.3
2719	0.6708	-0.0016	19.3
2720	0.6709	-0.0036	19.3
2721	0.6709	-0.0012	19.3
2722	0.6708	-0.0047	19.3
2723	0.6708	-0.006	19.3
2724	0.6708	-0.0025	19.3
2725	0.6708	-0.0046	19.3
2726	0.6709	-0.0036	19.3
2727	0.6708	-0.0017	19.3
2728	0.6708	0.0001	19.3
2729	0.6709	-0.0022	19.3
2730	0.6709	-0.0076	19.3
2731	0.6709	-0.0013	19.3
2732	0.6708	-0.0013	19.3
2733	0.6708	-0.0042	19.3
2734	0.6708	-0.0059	19.3
2735	0.6709	-0.0049	19.3
2736	0.6708	-0.0013	19.3
2737	0.6708	-0.0034	19.3
2738	0.6709	-0.0006	19.3
2739	0.6708	-0.0037	19.3
2740	0.6709	0	19.3
2741	0.6708	-0.0037	19.3
2742	0.6708	-0.0047	19.3
2743	0.6708	-0.0008	19.3
2744	0.6709	-0.002	19.3
2745	0.6708	-0.0085	19.3
2746	0.6708	-0.008	19.3
2747	0.6709	-0.0006	19.3
2748	0.6708	-0.008	19.3
2749	0.6708	-0.0037	19.3
2750	0.6708	-0.0016	19.3
2751	0.6709	-0.0057	19.3
2752	0.6708	-0.004	19.3
2753	0.6708	-0.0055	19.3
2754	0.6708	-0.0035	19.3
2755	0.6708	-0.0051	19.3
2756	0.6708	-0.0039	19.3
2757	0.6708	-0.0069	19.3
2758	0.6708	-0.0034	19.3
2759	0.6708	-0.0011	19.3
2760	0.6708	-0.0003	19.3
2761	0.6708	-0.0027	19.3
2762	0.6708	-0.0051	19.3
2763	0.6708	-0.0023	19.3
2764	0.6708	-0.0025	19.3
2765	0.6708	-0.0047	19.3
2766	0.6709	-0.0014	19.3
2767	0.6708	-0.0031	19.3
2768	0.6708	-0.0072	19.3
2769	0.6708	-0.0041	19.3
2770	0.6708	-0.0052	19.3
2771	0.6709	-0.0034	19.3
2772	0.6709	0.0001	19.3
2773	0.6708	-0.0052	19.3
2774	0.6708	-0.0018	19.3
2775	0.6708	-0.0039	19.3
2776	0.6708	-0.0035	19.3
2777	0.6708	-0.0048	19.3
2778	0.6709	-0.0042	19.3
2779	0.6708	-0.0013	19.3
2780	0.6708	-0.0055	19.3
2781	0.6708	-0.002	19.3
2782	0.6708	-0.0074	19.3
2783	0.6708	-0.0031	19.3
2784	0.6708	-0.0034	19.3
2785	0.6708	-0.0017	19.3
2786	0.6708	-0.0021	19.3
2787	0.6708	-0.0011	19.3
2788	0.6708	-0.001	19.3
2789	0.6708	-0.0037	19.3
2790	0.6708	-0.004	19.3
2791	0.6709	0.002	19.3
2792	0.6708	-0.0046	19.3
2793	0.6708	-0.0047	19.3
2794	0.6708	-0.0041	19.3
2795	0.6708	-0.0009	19.3
2796	0.6708	-0.0035	19.3
2797	0.6708	-0.003	19.3
2798	0.6708	-0.0074	19.3
2799	0.6708	-0.0009	19.3
2800	0.6708	-0.0057	19.3
2801	0.6708	-0.0053	19.3
2802	0.6708	0.0031	19.3
2803	0.6708	-0.0017	19.3
2804	0.6707	-0.0048	19.3
2805	0.6708	-0.0035	19.3
2806	0.6708	-0.0041	19.3
2807	0.6708	-0.0012	19.3
2808	0.6708	-0.0005	19.3
2809	0.6708	-0.0015	19.3
2810	0.6708	-0.0035	19.3
2811	0.6709	0.002	19.3
2812	0.6708	-0.003	19.3
2813	0.6708	-0.0027	19.3
2814	0.6708	-0.0023	19.3
2815	0.6708	-0.0034	19.3
2816	0.6708	-0.005	19.3
2817	0.6708	-0.002	19.3
2818	0.6708	-0.0039	19.3
2819	0.6708	-0.0025	19.3
2820	0.6708	0	19.3
2821	0.6708	-0.0038	19.3
2822	0.6708	-0.0014	19.3
2823	0.6708	-0.0065	19.3
2824	0.6707	-0.0032	19.3
2825	0.6708	-0.0025	19.3
2826	0.6708	-0.003	19.3
2827	0.6708	-0.0031	19.3
2828	0.6709	-0.0029	19.3
2829	0.6708	-0.0048	19.3
2830	0.6708	-0.0037	19.3
2831	0.6708	-0.0032	19.3
2832	0.6708	-0.0094	19.3
2833	0.6708	-0.0052	19.3
2834	0.6708	0	19.3
2835	0.6708	-0.005	19.3
2836	0.6708	-0.0004	19.3
2837	0.6708	-0.0049	19.3
2838	0.6708	-0.0031	19.3
2839	0.6708	-0.0042	19.3
2840	0.6708	-0.0048	19.3
2841	0.6708	-0.0042	19.3
2842	0.6709	0.0013	19.3
2843	0.6708	-0.0063	19.3
2844	0.6708	-0.0038	19.3
2845	0.6709	-0.0009	19.3
2846	0.6707	-0.006	19.3
2847	0.6708	-0.0013	19.3
2848	0.6708	-0.0002	19.3
2849	0.6708	-0.0038	19.3
2850	0.6707	-0.0016	19.3
2851	0.6707	-0.0042	19.3
2852	0.6708	0.0007	19.3
2853	0.6708	-0.0031	19.3
2854	0.6707	-0.0036	19.3
2855	0.6708	-0.0027	19.3
2856	0.6708	-0.0016	19.3
2857	0.6708	-0.0035	19.3
2858	0.6708	-0.0002	19.3
2859	0.6708	0.0001	19.3
2860	0.6708	-0.0016	19.3
2861	0.6708	-0.0079	19.3
2862	0.6708	0.0011	19.3
2863	0.6708	-0.0044	19.3
2864	0.6708	-0.0022	19.3
2865	0.6708	-0.0041	19.3
2866	0.6707	-0.0051	19.3
2867	0.6708	0	19.3
2868	0.6708	-0.0055	19.3
2869	0.6708	-0.0058	19.3
2870	0.6708	-0.0025	19.3
2871	0.6708	-0.0003	19.3
2872	0.6708	-0.0048	19.3
2873	0.6707	-0.0042	19.3
2874	0.6708	0	19.3
2875	0.6707	-0.003	19.3
2876	0.6708	-0.0006	19.3
2877	0.6707	-0.0047	19.3
2878	0.6708	-0.0048	19.3
2879	0.6708	-0.0028	19.3
2880	0.6708	-0.0034	19.3
2881	0.6708	-0.0031	19.3
2882	0.6708	-0.0045	19.3
2883	0.6708	-0.0023	19.3
2884	0.6709	0.0006	19.3
2885	0.6708	-0.0018	19.3
2886	0.6708	-0.004	19.3
2887	0.6708	0.0001	19.3
2888	0.6708	-0.0035	19.3
2889	0.6708	-0.0021	19.3
2890	0.6708	-0.0028	19.3
2891	0.6708	-0.0048	19.3
2892	0.6707	-0.0044	19.3
2893	0.6708	-0.0047	19.3
2894	0.6708	-0.0046	19.3
2895	0.6708	-0.0002	19.3
2896	0.6708	-0.0028	19.3
2897	0.6708	-0.0039	19.3
2898	0.6708	-0.0011	19.3
2899	0.6707	-0.0035	19.3
2900	0.6708	-0.0007	19.3
2901	0.6708	-0.0031	19.3
2902	0.6707	-0.0025	19.3
2903	0.6708	-0.0017	19.3
2904	0.6708	0.0008	19.3
2905	0.6708	-0.0032	19.3
2906	0.6708	-0.0008	19.3
2907	0.6708	-0.0054	19.3
2908	0.6708	-0.0035	19.3
2909	0.6708	0.0007	19.3
2910	0.6708	-0.0041	19.3
2911	0.6708	-0.0054	19.3
2912	0.6708	-0.0016	19.3
2913	0.6708	-0.0014	19.3
2914	0.6708	0.0001	19.3
2915	0.6708	0.0009	19.3
2916	0.6708	-0.0043	19.3
2917	0.6708	-0.009	19.3
2918	0.6708	-0.0021	19.3
2919	0.6708	0.0003	19.3
2920	0.6708	-0.0051	19.3
2921	0.6708	-0.0043	19.3
2922	0.6708	-0.0059	19.3
2923	0.6708	-0.0006	19.3
2924	0.6708	-0.0026	19.3
2925	0.6708	-0.0006	19.3
2926	0.6708	-0.0007	19.3
2927	0.6707	-0.0051	19.3
2928	0.6707	-0.0035	19.3
2929	0.6708	-0.0033	19.3
2930	0.6709	-0.0032	19.3
2931	0.6708	-0.004	19.3
2932	0.6708	0.0004	19.3
2933	0.6708	-0.0041	19.3
2934	0.6708	-0.0036	19.3
2935	0.6708	0.0016	19.3
2936	0.6708	-0.0039	19.3
2937	0.6708	-0.0045	19.3
2938	0.6708	-0.0011	19.3
2939	0.6707	-0.0055	19.3
2940	0.6708	-0.0033	19.3
2941	0.6708	0.0001	19.3
2942	0.6708	-0.0046	19.3
2943	0.6708	-0.0043	19.3
2944	0.6708	-0.0026	19.3
2945	0.6708	-0.0027	19.3
2946	0.6707	-0.0028	19.3
2947	0.6708	-0.0024	19.3
2948	0.6708	-0.0024	19.3
2949	0.6708	-0.0047	19.3
2950	0.6708	-0.0033	19.3
2951	0.6708	-0.002	19.3
2952	0.6708	-0.0014	19.3
2953	0.6708	0.0005	19.3
2954	0.6708	-0.0046	19.3
2955	0.6707	-0.0037	19.3
2956	0.6708	-0.0047	19.3
2957	0.6708	0.0005	19.3
2958	0.6708	-0.0017	19.3
2959	0.6708	-0.0048	19.3
2960	0.6708	-0.0021	19.3
2961	0.6708	-0.0048	19.3
2962	0.6708	0.0025	19.3
2963	0.6708	-0.0007	19.3
2964	0.6707	-0.0052	19.3
2965	0.6708	-0.0013	19.3
2966	0.6707	-0.0044	19.3
2967	0.6707	-0.0039	19.3
2968	0.6708	-0.0017	19.3
2969	0.6708	-0.0036	19.3
2970	0.6708	-0.0039	19.3
2971	0.6708	-0.0019	19.3
2972	0.6707	-0.0052	19.3
2973	0.6707	-0.0065	19.3
2974	0.6707	-0.0039	19.3
2975	0.6708	-0.0049	19.3
2976	0.6708	-0.0005	19.3
2977	0.6708	-0.0062	19.3
2978	0.6708	-0.0011	19.3
2979	0.6707	-0.0064	19.3
2980	0.6708	-0.0023	19.3
2981	0.6707	-0.0064	19.3
2982	0.6707	-0.0052	19.3
2983	0.6708	-0.0016	19.3
2984	0.6707	-0.0018	19.3
2985	0.6707	-0.0051	19.3
2986	0.6707	-0.0019	19.3
2987	0.6708	-0.0043	19.3
2988	0.6707	-0.0032	19.3
2989	0.6708	-0.0004	19.3
2990	0.6707	-0.0053	19.3
2991	0.6708	-0.0015	19.3
2992	0.6708	-0.0067	19.3
2993	0.6708	-0.0032	19.3
2994	0.6708	-0.0032	19.3
2995	0.6708	-0.0024	19.3
2996	0.6707	-0.0068	19.3
2997	0.6707	-0.0006	19.3
2998	0.6707	-0.0029	19.3
2999	0.6707	-0.0041	19.3
3000	0.6708	-0.0008	19.3
3001	0.6708	-0.0045	19.3
3002	0.6707	-0.0025	19.3
3003	0.6707	-0.0051	19.3
3004	0.6707	-0.0075	19.3
3005	0.6708	-0.0003	19.3
3006	0.6707	-0.0033	19.3
3007	0.6708	-0.0035	19.3
3008	0.6708	-0.0017	19.3
3009	0.6707	-0.0065	19.3
3010	0.6708	-0.0042	19.3
3011	0.6708	-0.0035	19.3
3012	0.6708	-0.0049	19.3
3013	0.6708	-0.0019	19.3
3014	0.6708	-0.0056	19.3
3015	0.6707	-0.0058	19.3
3016	0.6708	-0.0005	19.3
3017	0.6707	-0.0031	19.3
3018	0.6708	-0.0014	19.3
3019	0.6707	-0.002	19.3
3020	0.6707	-0.0024	19.3
3021	0.6707	-0.0058	19.3
3022	0.6707	-0.0028	19.3
3023	0.6707	-0.0036	19.3
3024	0.6707	-0.0016	19.3
3025	0.6707	-0.0041	19.3
3026	0.6707	-0.0032	19.3
3027	0.6708	-0.0026	19.3
3028	0.6708	-0.0003	19.3
3029	0.6707	-0.0044	19.3
3030	0.6707	-0.0028	19.3
3031	0.6707	-0.0063	19.3
3032	0.6708	-0.0061	19.3
3033	0.6708	-0.0056	19.3
3034	0.6708	-0.0019	19.3
3035	0.6707	-0.0054	19.3
3036	0.6708	-0.0021	19.3
3037	0.6708	-0.0029	19.3
3038	0.6707	-0.0058	19.3
3039	0.6707	-0.004	19.3
3040	0.6708	-0.0029	19.3
3041	0.6708	-0.0043	19.3
3042	0.6708	-0.0032	19.3
3043	0.6708	-0.0028	19.3
3044	0.6707	-0.0004	19.3
3045	0.6707	-0.0046	19.3
3046	0.6707	-0.0055	19.3
3047	0.6708	-0.0033	19.3
3048	0.6708	-0.0045	19.3
3049	0.6708	-0.0036	19.3
3050	0.6707	-0.0017	19.3
3051	0.6708	-0.0046	19.3
3052	0.6708	-0.0025	19.3
3053	0.6708	-0.0009	19.3
3054	0.6707	-0.0029	19.3
3055	0.6708	0.0003	19.3
3056	0.6707	-0.0007	19.3
3057	0.6707	-0.0032	19.3
3058	0.6708	-0.002	19.3
3059	0.6707	-0.0017	19.3
3060	0.6707	-0.0045	19.3
3061	0.6708	-0.0009	19.3
3062	0.6707	-0.0064	19.3
3063	0.6707	-0.0045	19.3
3064	0.6707	-0.0041	19.3
3065	0.6707	-0.0016	19.3
3066	0.6707	-0.003	19.3
3067	0.6707	-0.0018	19.3
3068	0.6707	-0.0083	19.3
3069	0.6708	-0.0008	19.3
3070	0.6707	-0.0067	19.3
3071	0.6707	-0.001	19.3
3072	0.6707	-0.0041	19.3
3073	0.6708	-0.0053	19.3
3074	0.6707	-0.0048	19.3
3075	0.6707	-0.0031	19.3
3076	0.6708	0.0001	19.3
3077	0.6708	-0.0047	19.3
3078	0.6707	-0.0038	19.3
3079	0.6707	-0.0037	19.3
3080	0.6707	-0.0035	19.3
3081	0.6707	-0.0001	19.3
3082	0.6707	-0.0017	19.3
3083	0.6708	-0.0004	19.3
3084	0.6708	-0.0028	19.3
3085	0.6707	-0.007	19.3
3086	0.6707	-0.0058	19.3
3087	0.6707	-0.0021	19.3
3088	0.6707	-0.0045	19.3
3089	0.6707	-0.0038	19.3
3090	0.6708	-0.0032	19.3
3091	0.6707	-0.0048	19.3
3092	0.6707	-0.006	19.3
3093	0.6708	0	19.3
3094	0.6707	-0.0021	19.3
3095	0.6707	-0.0055	19.3
3096	0.6707	-0.0041	19.3
3097	0.6707	-0.0051	19.3
3098	0.6707	-0.0028	19.3
3099	0.6708	-0.0027	19.3
3100	0.6707	-0.0023	19.3
3101	0.6707	-0.0043	19.3
3102	0.6708	-0.0028	19.3
3103	0.6707	-0.0028	19.3
3104	0.6708	-0.0015	19.3
3105	0.6707	-0.0047	19.3
3106	0.6707	-0.0054	19.3
3107	0.6707	-0.0021	19.3
3108	0.6707	-0.0012	19.3
3109	0.6707	-0.0052	19.3
3110	0.6707	-0.0032	19.3
3111	0.6708	-0.0045	19.3
3112	0.6707	-0.0041	19.3
3113	0.6708	-0.0026	19.3
3114	0.6708	-0.0018	19.3
3115	0.6708	-0.0017	19.3
3116	0.6708	-0.0042	19.3
3117	0.6708	-0.0034	19.3
3118	0.6707	-0.0014	19.3
3119	0.6707	-0.0056	19.3
3120	0.6707	-0.004	19.3
3121	0.6708	0.0011	19.3
3122	0.6707	-0.0048	19.3
3123	0.6708	-0.0004	19.3
3124	0.6707	-0.0044	19.3
3125	0.6707	-0.0063	19.3
3126	0.6707	-0.0015	19.3
3127	0.6707	-0.003	19.3
3128	0.6707	-0.0036	19.3
3129	0.6707	-0.0002	19.3
3130	0.6707	-0.0038	19.3
3131	0.6707	-0.0048	19.3
3132	0.6707	-0.0017	19.3
3133	0.6707	-0.0037	19.3
3134	0.6707	-0.0043	19.3
3135	0.6707	-0.0023	19.3
3136	0.6707	-0.0048	19.3
3137	0.6707	-0.0021	19.3
3138	0.6707	-0.0059	19.3
3139	0.6707	-0.0019	19.3
3140	0.6707	-0.0059	19.3
3141	0.6707	-0.0017	19.3
3142	0.6707	-0.002	19.3
3143	0.6706	-0.0048	19.3
3144	0.6707	-0.0029	19.3
3145	0.6708	-0.0092	19.3
3146	0.6707	-0.0038	19.3
3147	0.6707	-0.004	19.3
3148	0.6707	-0.004	19.3
3149	0.6708	-0.0008	19.3
3150	0.6707	-0.0047	19.3
3151	0.6707	-0.0035	19.3
3152	0.6708	-0.0012	19.3
3153	0.6708	-0.0022	19.3
3154	0.6707	-0.0021	19.3
3155	0.6708	-0.0053	19.3
3156	0.6708	-0.0041	19.3
3157	0.6707	-0.0008	19.3
3158	0.6708	-0.0013	19.3
3159	0.6708	-0.002	19.3
3160	0.6708	-0.0018	19.3
3161	0.6707	-0.0046	19.3
3162	0.6707	-0.0055	19.3
3163	0.6708	-0.0001	19.3
3164	0.6707	-0.0075	19.3
3165	0.6707	-0.0028	19.3
3166	0.6708	-0.0042	19.3
3167	0.6708	-0.0042	19.3
3168	0.6708	-0.0016	19.3
3169	0.6707	-0.0045	19.3
3170	0.6707	-0.0055	19.3
3171	0.6708	-0.0017	19.3
3172	0.6708	-0.0001	19.3
3173	0.6707	-0.0045	19.3
3174	0.6707	-0.0042	19.3
3175	0.6707	-0.0044	19.3
3176	0.6708	0.0001	19.3
3177	0.6708	-0.0053	19.3
3178	0.6707	-0.0048	19.3
3179	0.6708	-0.001	19.3
3180	0.6707	-0.0031	19.3
3181	0.6708	-0.0034	19.3
3182	0.6708	-0.001	19.3
3183	0.6708	-0.0036	19.3
3184	0.6707	-0.004	19.3
3185	0.6708	0.0004	19.3
3186	0.6708	-0.0036	19.3
3187	0.6708	-0.0042	19.3
3188	0.6708	0.0017	19.3
3189	0.6708	-0.0042	19.3
3190	0.6708	-0.0025	19.3
3191	0.6708	-0.0003	19.3
3192	0.6708	-0.0012	19.3
3193	0.6707	-0.0041	19.3
3194	0.6707	-0.0002	19.3
3195	0.6707	-0.0064	19.3
3196	0.6708	-0.0006	19.3
3197	0.6708	-0.0012	19.3
3198	0.6707	-0.0021	19.3
3199	0.6708	-0.0019	19.3
3200	0.6708	-0.0036	19.3
3201	0.6708	-0.001	19.3
3202	0.6708	-0.0024	19.3
3203	0.6707	-0.0053	19.3
3204	0.6707	-0.0048	19.3
3205	0.6707	-0.0018	19.3
3206	0.6707	-0.0054	19.3
3207	0.6707	-0.0049	19.3
3208	0.6707	0.0005	19.3
3209	0.6708	-0.0006	19.3
3210	0.6707	-0.0032	19.3
3211	0.6707	-0.0023	19.3
3212	0.6708	0.0019	19.3
3213	0.6708	-0.0046	19.3
3214	0.6707	-0.0026	19.3
3215	0.6708	-0.0028	19.3
