Ns changes	time/s	I/mA	Capacity/mA.h
0	1351.7616	0.17967996	0.411776891
0	1352.7616	0.186173946	0.41182811
0	1353.7616	0.184645936	0.411879303
0	1354.7616	0.188847959	0.411930473
0	1355.7616	0.185027942	0.411981518
0	1356.7616	0.181589961	0.412032595
0	1357.7616	0.182353944	0.412083656
0	1358.7616	0.185027942	0.412134771
0	1359.7616	0.186173946	0.412185859
0	1360.7616	0.186937958	0.412236898
0	1361.7616	0.180825949	0.412287845
0	1362.7616	0.185791969	0.412338726
0	1363.7616	0.181971937	0.412389568
0	1364.7616	0.18120794	0.41244033
0	1365.7616	0.179297954	0.412491037
0	1366.7616	0.185409948	0.412541755
0	1367.7616	0.183499962	0.412592386
0	1368.7616	0.178533956	0.41264295
0	1369.7616	0.17815195	0.412693545
0	1370.7616	0.179297954	0.412744079
0	1371.7616	0.178533956	0.412794516
0	1372.7616	0.181207955	0.412844969
0	1373.7616	0.182353944	0.412895396
0	1374.7616	0.178151965	0.412945745
0	1375.7616	0.181971967	0.412996115
0	1376.7616	0.183117956	0.413046452
0	1377.7616	0.178533956	0.413096725
0	1378.7616	0.173949942	0.413146966
0	1379.7616	0.17815195	0.413197228
0	1380.7616	0.183881938	0.413247446
0	1381.7616	0.178915948	0.413297641
0	1382.7616	0.178915963	0.413347816
0	1383.7616	0.181971967	0.413397953
0	1384.7616	0.180061966	0.413448005
0	1385.7616	0.183499947	0.413497924
0	1386.7616	0.174331963	0.413547779
0	1387.7616	0.179297954	0.413597635
0	1388.7616	0.181589961	0.413647399
0	1389.7616	0.176623955	0.413697146
0	1390.7616	0.178915948	0.413746806
0	1391.7616	0.176623955	0.413796432
0	1392.7616	0.180443957	0.413846065
0	1393.7616	0.181971952	0.413895664
0	1394.7616	0.176623955	0.413945289
0	1395.7616	0.177769944	0.413994907
0	1396.7616	0.177387953	0.414044458
0	1397.7616	0.181971967	0.414094036
0	1398.7616	0.179297954	0.414143593
0	1399.7616	0.181589961	0.414193083
0	1400.7616	0.183881938	0.41424251
0	1401.7616	0.175477952	0.414291875
0	1402.7616	0.172039956	0.414341162
0	1403.7616	0.178533956	0.414390343
0	1404.7616	0.169747949	0.414439435
0	1405.7616	0.178533942	0.414488508
0	1406.7616	0.173567936	0.414537581
0	1407.7616	0.172039941	0.41458653
0	1408.7616	0.178151965	0.414635362
0	1409.7616	0.173567951	0.414684146
0	1410.7616	0.171275944	0.414732989
0	1411.7616	0.174713954	0.414781844
0	1412.7616	0.174713954	0.414830652
0	1413.7616	0.172421962	0.41487942
0	1414.7616	0.185791939	0.414928218
0	1415.7616	0.177005962	0.414976983
0	1416.7616	0.182353958	0.415025715
0	1417.7616	0.174713954	0.415074407
0	1418.7616	0.178915963	0.41512313
0	1419.7616	0.173949942	0.415171717
0	1420.7616	0.169747934	0.41522029
0	1421.7616	0.174713954	0.41526883
0	1422.7616	0.179297954	0.415317255
0	1423.7616	0.173949942	0.415365646
0	1424.7616	0.173567951	0.415413975
0	1425.7616	0.176241949	0.415462286
0	1426.7616	0.168983951	0.415510575
0	1427.7616	0.172039941	0.415558746
0	1428.7616	0.17509596	0.41560685
0	1429.7616	0.180443957	0.415654905
0	1430.7616	0.172421947	0.415702896
0	1431.7616	0.166691944	0.415750857
0	1432.7616	0.170893952	0.415798756
0	1433.7616	0.172039956	0.415846624
0	1434.7616	0.172421947	0.415894489
0	1435.7616	0.177387953	0.415942371
0	1436.7616	0.176241964	0.415990154
0	1437.7616	0.175859943	0.416037874
0	1438.7616	0.174713954	0.416085658
0	1439.7616	0.179297954	0.416133455
0	1440.7616	0.16401796	0.416181189
0	1441.7616	0.174713954	0.416228913
0	1442.7616	0.172039941	0.41627661
0	1443.7616	0.174713954	0.416324273
0	1444.7616	0.168983951	0.416371923
0	1445.7616	0.173567936	0.416419484
0	1446.7616	0.177005947	0.41646702
0	1447.7616	0.166691944	0.416514564
0	1448.7616	0.170129955	0.416562047
0	1449.7616	0.169747949	0.416609501
0	1450.7616	0.17165795	0.416656947
0	1451.7616	0.172803953	0.416704389
0	1452.7616	0.16554597	0.416751837
0	1453.7616	0.172421947	0.416799275
0	1454.7616	0.173567951	0.416846647
0	1455.7616	0.17165795	0.416893984
0	1456.7616	0.166309938	0.416941259
0	1457.7616	0.168983951	0.416988518
0	1458.7616	0.173949942	0.417035727
0	1459.7616	0.16554594	0.417082828
0	1460.7616	0.175859958	0.417129881
0	1461.7616	0.172039956	0.417176854
0	1462.7616	0.16707395	0.417223847
0	1463.7616	0.181971967	0.41727087
0	1464.7616	0.165163949	0.417317871
0	1465.7616	0.166691944	0.41736486
0	1466.7616	0.16401796	0.41741173
0	1467.7616	0.173185945	0.417458601
0	1468.7616	0.177769944	0.417505408
0	1469.7616	0.169747949	0.417552186
0	1470.7616	0.176623955	0.417598941
0	1471.7616	0.169365957	0.417645654
0	1472.7616	0.168219939	0.417692376
0	1473.7616	0.16401796	0.417739206
0	1474.7616	0.173949957	0.417785978
0	1475.7616	0.166691944	0.417832748
0	1476.7616	0.172039956	0.417879486
0	1477.7616	0.170511946	0.417926188
0	1478.7616	0.167455941	0.417972783
0	1479.7616	0.17012994	0.41801923
0	1480.7616	0.166691944	0.418065625
0	1481.7616	0.163635939	0.418111998
0	1482.7616	0.161725968	0.418158365
0	1483.7616	0.169747949	0.418204684
0	1484.7616	0.168601945	0.418251018
0	1485.7616	0.168219954	0.418297266
0	1486.7616	0.163253948	0.418343412
0	1487.7616	0.165163949	0.418389491
0	1488.7616	0.16707395	0.418435561
0	1489.7616	0.162489936	0.418481607
0	1490.7616	0.166309938	0.418527627
0	1491.7616	0.163635969	0.418573579
0	1492.7616	0.166309968	0.418619519
0	1493.7616	0.16554597	0.418665383
0	1494.7616	0.165927961	0.418711216
0	1495.7616	0.167837948	0.418756942
0	1496.7616	0.163253948	0.418802701
0	1497.7616	0.164781943	0.418848472
0	1498.7616	0.16401796	0.418894165
0	1499.7616	0.163253948	0.41893987
0	1500.7616	0.168601945	0.418985469
0	1501.7616	0.161343947	0.419031013
0	1502.7616	0.168219939	0.419076468
0	1503.7616	0.163635969	0.419121871
0	1504.7616	0.16401796	0.419167341
0	1505.7616	0.163253948	0.419212894
0	1506.7616	0.160961956	0.41925844
0	1507.7616	0.159815967	0.419303917
0	1508.7616	0.164017946	0.419349432
0	1509.7616	0.166309938	0.419394835
0	1510.7616	0.16554594	0.419440246
0	1511.7616	0.160197958	0.419485632
0	1512.7616	0.162871942	0.41953101
0	1513.7616	0.157141954	0.419576247
0	1514.7616	0.154085949	0.419621395
0	1515.7616	0.170511946	0.419666463
0	1516.7616	0.160961956	0.419711502
0	1517.7616	0.168219954	0.419756546
0	1518.7616	0.168601945	0.419801488
0	1519.7616	0.153703943	0.419846431
0	1520.7616	0.155231953	0.41989134
0	1521.7616	0.162871942	0.419936232
0	1522.7616	0.153703943	0.419981083
0	1523.7616	0.160197943	0.420025916
0	1524.7616	0.159815952	0.420070713
0	1525.7616	0.160197943	0.420115562
0	1526.7616	0.160197958	0.420160301
0	1527.7616	0.164781943	0.420204981
0	1528.7616	0.156377956	0.420249646
0	1529.7616	0.159815952	0.42029418
0	1530.7616	0.162871957	0.4203387
0	1531.7616	0.162107959	0.420383215
0	1532.7616	0.166691944	0.420427579
0	1533.7616	0.157141939	0.42047188
0	1534.7616	0.159815937	0.420516171
0	1535.7616	0.159433946	0.420560435
0	1536.7616	0.159815952	0.420604645
0	1537.7616	0.158287928	0.420648829
0	1538.7616	0.162489951	0.420693029
0	1539.7616	0.160197943	0.42073722
0	1540.7616	0.162489951	0.420781352
0	1541.7616	0.159815952	0.420825391
0	1542.7616	0.158287957	0.42086938
0	1543.7616	0.150265947	0.420913363
0	1544.7616	0.158669963	0.420957336
0	1545.7616	0.156377956	0.421001268
0	1546.7616	0.156759948	0.42104514
0	1547.7616	0.154849946	0.421089029
0	1548.7616	0.159051955	0.421132924
0	1549.7616	0.159051955	0.421176932
0	1550.7616	0.159433946	0.421220952
0	1551.7616	0.15599595	0.421264886
0	1552.7616	0.161343947	0.421308755
0	1553.7616	0.156759948	0.421352606
0	1554.7616	0.159433946	0.421396399
0	1555.7616	0.160579965	0.421440174
0	1556.7616	0.149119943	0.421483985
0	1557.7616	0.157905951	0.421527785
0	1558.7616	0.15905194	0.421571547
0	1559.7616	0.154467955	0.421615145
0	1560.7616	0.154467955	0.421658732
0	1561.7616	0.15905194	0.42170232
0	1562.7616	0.156377956	0.421745891
0	1563.7616	0.157523945	0.42178944
0	1564.7616	0.15599595	0.421832922
0	1565.7616	0.154085949	0.421876385
0	1566.7616	0.157141954	0.421919814
0	1567.7616	0.156759948	0.421963195
0	1568.7616	0.156377956	0.422006533
0	1569.7616	0.151029959	0.422049835
0	1570.7616	0.157523945	0.422093115
0	1571.7616	0.149883941	0.422136327
0	1572.7616	0.156759948	0.422179588
0	1573.7616	0.153321937	0.422222856
0	1574.7616	0.163635969	0.422266165
0	1575.7616	0.154085949	0.422309366
0	1576.7616	0.156377956	0.422352526
0	1577.7616	0.153321952	0.422395666
0	1578.7616	0.157523945	0.422438853
0	1579.7616	0.154467955	0.422482093
0	1580.7616	0.157905951	0.4225253
0	1581.7616	0.16057995	0.422568555
0	1582.7616	0.155231938	0.422611762
0	1583.7616	0.143007949	0.422654959
0	1584.7616	0.146445945	0.422698087
0	1585.7616	0.156759948	0.422741146
0	1586.7616	0.162871942	0.422784134
0	1587.7616	0.152939945	0.422827032
0	1588.7616	0.160197958	0.422869886
0	1589.7616	0.153703943	0.422912666
0	1590.7616	0.152557954	0.422955424
0	1591.7616	0.157905951	0.422998216
0	1592.7616	0.164399967	0.423040929
0	1593.7616	0.153703943	0.423083638
0	1594.7616	0.14950195	0.423126322
0	1595.7616	0.152939945	0.423168983
0	1596.7616	0.150647953	0.423211619
0	1597.7616	0.154467955	0.423254255
0	1598.7616	0.161725968	0.423296973
0	1599.7616	0.158669949	0.423339663
0	1600.7616	0.151793942	0.423382317
0	1601.7616	0.151029944	0.423424956
0	1602.7616	0.155613944	0.42346751
0	1603.7616	0.149883941	0.423510025
0	1604.7616	0.149119943	0.423552514
0	1605.7616	0.148355961	0.423595019
0	1606.7616	0.15599595	0.423637457
0	1607.7616	0.149119943	0.423679934
0	1608.7616	0.148355946	0.423722363
0	1609.7616	0.148355946	0.423764715
0	1610.7616	0.148737952	0.423807066
0	1611.7616	0.154467955	0.423849364
0	1612.7616	0.16057995	0.423891663
0	1613.7616	0.144153938	0.423933957
0	1614.7616	0.149883941	0.423976175
0	1615.7616	0.154849946	0.424018324
0	1616.7616	0.151029944	0.424060468
0	1617.7616	0.154849946	0.424102631
0	1618.7616	0.154849946	0.424144797
0	1619.7616	0.151029944	0.424186902
0	1620.7616	0.150647953	0.424229088
0	1621.7616	0.152175948	0.424271197
0	1622.7616	0.153703943	0.424313296
0	1623.7616	0.151793942	0.424355392
0	1624.7616	0.150647953	0.424397446
0	1625.7616	0.150647953	0.42443945
0	1626.7616	0.158287957	0.424481446
0	1627.7616	0.154849946	0.424523481
0	1628.7616	0.154085949	0.424565485
0	1629.7616	0.152175948	0.424607487
0	1630.7616	0.153703943	0.424649549
0	1631.7616	0.152557954	0.424691609
0	1632.7616	0.154467955	0.424733549
0	1633.7616	0.148737952	0.424775411
0	1634.7616	0.153321952	0.424817247
0	1635.7616	0.148355946	0.424859111
0	1636.7616	0.14797394	0.424900832
0	1637.7616	0.146063939	0.424942593
0	1638.7616	0.154849946	0.424984319
0	1639.7616	0.146063939	0.425025991
0	1640.7616	0.150647953	0.425067625
0	1641.7616	0.14338994	0.425109199
0	1642.7616	0.14491795	0.425150801
0	1643.7616	0.151029944	0.425192414
0	1644.7616	0.154085949	0.425234013
0	1645.7616	0.151411936	0.425275513
0	1646.7616	0.146063939	0.425316985
0	1647.7616	0.146827951	0.425358434
0	1648.7616	0.151411936	0.425399788
0	1649.7616	0.139569953	0.4254411
0	1650.7616	0.153703943	0.425482382
0	1651.7616	0.151793942	0.425523683
0	1652.7616	0.149501935	0.425564922
0	1653.7616	0.143007949	0.425606021
0	1654.7616	0.149883941	0.42564717
0	1655.7616	0.153321937	0.425688335
0	1656.7616	0.143389955	0.425729388
0	1657.7616	0.142243937	0.425770409
0	1658.7616	0.152175948	0.425811389
0	1659.7616	0.139187947	0.425852311
0	1660.7616	0.146063939	0.425893196
0	1661.7616	0.146063939	0.425934116
0	1662.7616	0.144153938	0.425974971
0	1663.7616	0.14797394	0.426015816
0	1664.7616	0.144535944	0.426056664
0	1665.7616	0.151793942	0.426097406
0	1666.7616	0.152175948	0.426138119
0	1667.7616	0.147591934	0.426178835
0	1668.7616	0.138805956	0.426219524
0	1669.7616	0.14950195	0.426260222
0	1670.7616	0.146445945	0.426300952
0	1671.7616	0.145681962	0.426341613
0	1672.7616	0.14797394	0.426382181
0	1673.7616	0.14644596	0.42642274
0	1674.7616	0.146827951	0.426463235
0	1675.7616	0.143007934	0.426503649
0	1676.7616	0.14186193	0.426544024
0	1677.7616	0.140715957	0.426584458
0	1678.7616	0.146827936	0.4266249
0	1679.7616	0.145299941	0.426665325
0	1680.7616	0.147209942	0.426705663
0	1681.7616	0.145299971	0.426745904
0	1682.7616	0.145299941	0.426786117
0	1683.7616	0.138423949	0.426826368
0	1684.7616	0.141097948	0.426866574
0	1685.7616	0.146445945	0.426906743
0	1686.7616	0.145681962	0.4269469
0	1687.7616	0.143007949	0.426987066
0	1688.7616	0.139569953	0.427027297
0	1689.7616	0.141097933	0.42706746
0	1690.7616	0.142625943	0.427107533
0	1691.7616	0.147209942	0.427147571
0	1692.7616	0.142243952	0.427187706
0	1693.7616	0.142243937	0.427227823
0	1694.7616	0.139569953	0.427267944
0	1695.7616	0.14186193	0.427308096
0	1696.7616	0.145681947	0.427348287
0	1697.7616	0.147591934	0.427388504
0	1698.7616	0.14186196	0.427428722
0	1699.7616	0.138041943	0.427468845
0	1700.7616	0.137277946	0.427508878
0	1701.7616	0.141479954	0.427548941
0	1702.7616	0.144535944	0.42758895
0	1703.7616	0.138041958	0.427628995
0	1704.7616	0.138805956	0.427668996
0	1705.7616	0.150265947	0.427708837
0	1706.7616	0.149119958	0.427748724
0	1707.7616	0.145299941	0.427788675
0	1708.7616	0.136513948	0.427828604
0	1709.7616	0.143389955	0.427868493
0	1710.7616	0.141097933	0.427908368
0	1711.7616	0.140715942	0.427948215
0	1712.7616	0.145299941	0.427988064
0	1713.7616	0.144535944	0.428027837
0	1714.7616	0.150265947	0.428067615
0	1715.7616	0.139187947	0.428107324
0	1716.7616	0.14186193	0.428147019
0	1717.7616	0.146827951	0.428186648
0	1718.7616	0.139187932	0.428226306
0	1719.7616	0.14186196	0.428265899
0	1720.7616	0.143007949	0.428305566
0	1721.7616	0.145299941	0.428345187
0	1722.7616	0.144917935	0.428384822
0	1723.7616	0.140715942	0.428424489
0	1724.7616	0.151029944	0.42846412
0	1725.7616	0.140333951	0.428503722
0	1726.7616	0.149883941	0.42854329
0	1727.7616	0.139569953	0.428582809
0	1728.7616	0.144535944	0.428622335
0	1729.7616	0.136513948	0.42866178
0	1730.7616	0.14338994	0.428701232
0	1731.7616	0.144535944	0.428740706
0	1732.7616	0.142625943	0.428780157
0	1733.7616	0.147209942	0.42881956
0	1734.7616	0.136131957	0.428858893
0	1735.7616	0.143771961	0.428898191
0	1736.7616	0.14338994	0.428937477
0	1737.7616	0.144153938	0.428976763
0	1738.7616	0.139187947	0.429016028
0	1739.7616	0.141097933	0.429055214
0	1740.7616	0.144535959	0.429094362
0	1741.7616	0.138805941	0.429133565
0	1742.7616	0.146445945	0.429172796
0	1743.7616	0.141097948	0.429211967
0	1744.7616	0.140715942	0.4292511
0	1745.7616	0.142243937	0.429290269
0	1746.7616	0.14491795	0.429329395
0	1747.7616	0.138805941	0.429368456
0	1748.7616	0.143771961	0.429407398
0	1749.7616	0.138423949	0.429446346
0	1750.7616	0.139569953	0.429485316
0	1751.7616	0.140333951	0.429524231
0	1752.7616	0.139951929	0.429563107
0	1753.7616	0.136513948	0.429601871
0	1754.7616	0.141097948	0.42964065
0	1755.7616	0.141479954	0.429679425
0	1756.7616	0.146063939	0.429718247
0	1757.7616	0.141479954	0.429757086
0	1758.7616	0.137659952	0.429795867
0	1759.7616	0.136131957	0.429834598
0	1760.7616	0.135749951	0.429873353
0	1761.7616	0.140333951	0.429912129
0	1762.7616	0.139187947	0.429950907
0	1763.7616	0.134603947	0.429989685
0	1764.7616	0.134985939	0.430028517
0	1765.7616	0.141097948	0.430067305
0	1766.7616	0.13689594	0.430106036
0	1767.7616	0.138041943	0.430144684
0	1768.7616	0.142243937	0.430183372
0	1769.7616	0.140333951	0.430222096
0	1770.7616	0.137277946	0.430260814
0	1771.7616	0.143389955	0.430299471
0	1772.7616	0.136895955	0.430338018
0	1773.7616	0.135749951	0.430376602
0	1774.7616	0.134603947	0.430415242
0	1775.7616	0.137659952	0.430453824
0	1776.7616	0.141479939	0.430492388
0	1777.7616	0.140333951	0.430530934
0	1778.7616	0.136513948	0.430569398
0	1779.7616	0.142243937	0.43060791
0	1780.7616	0.137277946	0.43064638
0	1781.7616	0.145681962	0.430684859
0	1782.7616	0.139569953	0.430723224
0	1783.7616	0.138805941	0.430761549
0	1784.7616	0.141479939	0.430799862
0	1785.7616	0.138423949	0.430838145
0	1786.7616	0.135367945	0.430876421
0	1787.7616	0.139569938	0.430914607
0	1788.7616	0.139569953	0.430952741
0	1789.7616	0.129637927	0.430990797
0	1790.7616	0.138423949	0.431028868
0	1791.7616	0.134985939	0.431066901
0	1792.7616	0.136513948	0.431104847
0	1793.7616	0.138805956	0.431142771
0	1794.7616	0.135749951	0.431180632
0	1795.7616	0.13383995	0.431218442
0	1796.7616	0.140333951	0.431256248
0	1797.7616	0.128873944	0.431294053
0	1798.7616	0.133075953	0.431331858
0	1799.7616	0.13383995	0.431369667
0	1800	0.134603947	0.431378671
1	1800.0002	-13.1784792	0.431377939
0	1800.0004	-12.8136702	0.431377227
0	1800.0006	-12.4920254	0.431376533
0	1800.0008	-12.2807798	0.431375851
0	1800.001	-12.1283617	0.431375177
0	1800.0012	-12.020256	0.43137451
0	1800.0014	-11.9339237	0.431373847
0	1800.0016	-11.8659277	0.431373187
0	1800.0018	-11.8158855	0.431372531
0	1800.002	-11.7612591	0.431371877
0	1800.0024	-11.689826	0.431370577
0	1800.0028	-11.6367273	0.431369282
0	1800.0034	-11.5740795	0.43136735
0	1800.0042	-11.5152512	0.431364786
0	1800.0052	-11.4568043	0.431361598
0	1800.0066	-11.4021797	0.431357154
0	1800.0084	-11.3517561	0.431351467
0	1800.011	-11.2940741	0.43134329
0	1800.0142	-11.2421217	0.431333275
0	1800.0184	-11.1901693	0.431320191
0	1800.0244	-11.1397448	0.431301578
0	1800.0342	-11.0858831	0.431271318
0	1800.048	-11.0354595	0.431228903
0	1800.07	-10.984272	0.431161594
0	1800.1068	-10.9327011	0.431049549
0	1800.152	-10.8822775	0.43091253
0	1800.2346	-10.8307076	0.430663307
0	1800.3508	-10.7764635	0.430314398
0	1800.5198	-10.7264214	0.429809276
0	1800.8496	-10.6756144	0.428828457
0	1801.5364	-10.6251907	0.42679596
0	1802.5364	-10.6374159	0.423843097
0	1803.5364	-10.6653013	0.420885443
0	1804.502	-10.7172537	0.418019354
0	1805.502	-10.7543068	0.415038495
0	1806.2604	-10.8043489	0.412768863
0	1807.2604	-10.8383474	0.409764749
0	1808.2604	-10.8757839	0.406748671
0	1809.2472	-10.9258251	0.40376175
0	1810.2472	-10.9445438	0.400725607
0	1811.2472	-10.9674625	0.397681926
0	1812.2472	-10.9854174	0.394632135
0	1813.2472	-10.9995518	0.39157775
0	1814.2472	-11.008337	0.388520401
0	1815.2472	-11.0144491	0.385461827
0	1816.2472	-11.0037537	0.382403966
0	1817.2472	-10.9942036	0.379348662
0	1818.2472	-10.9701366	0.376297882
0	1819.2472	-10.9430161	0.373253385
0	1820.2472	-10.912837	0.370216979
0	1821.2472	-10.8719635	0.367190688
0	1822.2152	-10.8196287	0.364272814
0	1823.1978	-10.7695866	0.361323987
0	1824.0666	-10.7191629	0.358729214
0	1824.8092	-10.6687393	0.356521698
0	1825.5482	-10.6186972	0.35433494
0	1826.2498	-10.5667458	0.352268707
0	1826.9302	-10.5167036	0.350274559
0	1827.5296	-10.4666615	0.348526172
0	1828.197	-10.4166203	0.346588706
0	1828.7252	-10.3665771	0.345062696
0	1829.3126	-10.3153896	0.343373697
0	1829.8822	-10.2634373	0.341744178
0	1830.4174	-10.2122498	0.340220755
0	1830.9394	-10.1622066	0.338742307
0	1831.458	-10.1114016	0.337280891
0	1831.9276	-10.060977	0.335964102
0	1832.4154	-10.0074968	0.33460298
0	1832.9392	-9.95325279	0.333149168
0	1833.4216	-9.90206528	0.331817456
0	1833.8642	-9.85164165	0.330601883
0	1834.3536	-9.8015995	0.329264826
0	1834.767	-9.74926472	0.328141213
0	1835.2214	-9.69922256	0.326912513
0	1835.6564	-9.64650726	0.325742489
0	1836.0934	-9.59570026	0.324573299
0	1836.5436	-9.54413128	0.323375314
0	1836.9856	-9.49408913	0.322205707
0	1837.3742	-9.4436655	0.321182722
0	1837.8084	-9.39133072	0.320045699
0	1838.2278	-9.33785152	0.318953518
0	1838.671	-9.28780937	0.317805833
0	1839.078	-9.23776722	0.316757892
0	1839.4514	-9.18581581	0.315801496
0	1839.8896	-9.13577271	0.314685235
0	1840.2914	-9.08534908	0.313667608
0	1840.6792	-9.03339767	0.312690768
0	1841.1174	-8.98259163	0.311593158
0	1841.5486	-8.93102074	0.310519443
0	1841.9358	-8.88059711	0.309560875
0	1842.3446	-8.82979107	0.308554546
0	1842.7304	-8.77974892	0.307610166
0	1843.115	-8.72665119	0.306674003
0	1843.5656	-8.67584515	0.3055838
0	1843.96	-8.62542152	0.304635407
0	1844.3474	-8.57537937	0.303709136
0	1844.7638	-8.5241909	0.302719364
0	1845.1596	-8.47414875	0.301784059
0	1845.5612	-8.42257881	0.300840512
0	1845.9884	-8.37253666	0.29984303
0	1846.391	-8.32249451	0.298908795
0	1846.7788	-8.27207184	0.298014232
0	1847.1762	-8.22126484	0.297102907
0	1847.5962	-8.17084122	0.29614563
0	1848.0066	-8.12041759	0.295216118
0	1848.4014	-8.07037449	0.294327293
0	1848.8196	-8.0195694	0.293391587
0	1849.2642	-7.96608877	0.292403296
0	1849.6672	-7.91184473	0.291513229
0	1850.117	-7.86103916	0.290526303
0	1850.5542	-7.81061554	0.289573471
0	1850.9726	-7.75980854	0.288667655
0	1851.4148	-7.70785666	0.28771661
0	1851.836	-7.65552282	0.286816783
0	1852.2894	-7.60548067	0.285854616
0	1852.728	-7.55352879	0.284930231
0	1853.1876	-7.50348711	0.283968294
0	1853.5944	-7.45268059	0.283122468
0	1854.0078	-7.40111113	0.28226841
0	1854.491	-7.34954071	0.281276974
0	1854.9462	-7.29567909	0.280349745
0	1855.434	-7.24487257	0.279363437
0	1855.8934	-7.19406748	0.278441395
0	1856.3262	-7.14402437	0.277578749
0	1856.7648	-7.09245491	0.276710516
0	1857.2146	-7.04126644	0.275826333
0	1857.6984	-6.99046087	0.274882114
0	1858.1654	-6.9392724	0.27397737
0	1858.6552	-6.8892312	0.273035572
0	1859.1298	-6.83651495	0.272129844
0	1859.5888	-6.78379917	0.271260364
0	1860.0806	-6.73375654	0.27033574
0	1860.5762	-6.68371487	0.269411209
0	1861.0342	-6.63290882	0.268563197
0	1861.5324	-6.58248472	0.267647634
0	1862.0074	-6.52747726	0.266781265
0	1862.574	-6.47743511	0.265755988
0	1863.0342	-6.42739296	0.264929969
0	1863.5648	-6.37735081	0.263985049
0	1864.0584	-6.32348919	0.263113068
0	1864.5602	-6.27268314	0.262233602
0	1865.1312	-6.21882105	0.261241213
0	1865.6532	-6.168015	0.260341773
0	1866.1814	-6.11797285	0.2594391
0	1866.6694	-6.06754875	0.25861183
0	1867.2348	-6.01712465	0.257661206
0	1867.7334	-5.96631861	0.256829882
0	1868.3004	-5.91322088	0.255892467
0	1868.8528	-5.86126852	0.254987157
0	1869.4542	-5.81122637	0.254010519
0	1870.0108	-5.75889254	0.253114823
0	1870.5764	-5.7065587	0.2522127
0	1871.1514	-5.65537071	0.251303756
0	1871.715	-5.60494709	0.250420756
0	1872.339	-5.55070257	0.249452169
0	1872.9578	-5.50027895	0.248500797
0	1873.5136	-5.44985485	0.247654234
0	1874.1242	-5.39866638	0.246732614
0	1874.7154	-5.34824276	0.245848682
0	1875.3312	-5.29667234	0.244936696
0	1875.9466	-5.24663067	0.244034067
0	1876.519	-5.1958251	0.24320235
0	1877.181	-5.14501858	0.242249835
0	1877.754	-5.09497643	0.241433312
0	1878.4286	-5.04455233	0.240481198
0	1879.0808	-4.99336481	0.239570116
0	1879.7178	-4.94217682	0.238689286
0	1880.375	-4.89213419	0.237789713
0	1881.0496	-4.84094667	0.236875948
0	1881.7312	-4.79052258	0.235962497
0	1882.4018	-4.73895264	0.235073244
0	1883.129	-4.68623686	0.234119422
0	1883.798	-4.63581276	0.23325142
0	1884.5436	-4.58538818	0.232294661
0	1885.2568	-4.53190899	0.231389595
0	1886.0002	-4.48186684	0.230456935
0	1886.7106	-4.43067837	0.229575766
0	1887.4734	-4.37949038	0.228640343
0	1888.2116	-4.32868433	0.227745728
0	1888.915	-4.27864265	0.226902789
0	1889.7246	-4.2286005	0.225944059
0	1890.4528	-4.17855883	0.225092052
0	1891.2692	-4.12737083	0.224148204
0	1892.0584	-4.07541847	0.223247127
0	1892.884	-4.02346659	0.222316153
0	1893.7178	-3.9734242	0.221388113
0	1894.5532	-3.92300057	0.220470292
0	1895.26	-3.87104845	0.219703111
0	1896.193	-3.82100654	0.21870341
0	1897.0074	-3.77058268	0.217842591
0	1897.92	-3.72054052	0.216890955
0	1898.7696	-3.66897035	0.216017119
0	1899.6518	-3.61892867	0.2151221
0	1900.5832	-3.56774044	0.214190077
0	1901.4268	-3.51769829	0.213357454
0	1902.38	-3.46765661	0.212429824
0	1903.3224	-3.41723251	0.211526021
0	1904.2494	-3.36719084	0.2106501
0	1905.1786	-3.31714869	0.209784996
0	1906.1784	-3.26596045	0.208868141
0	1907.1784	-3.22317648	0.207965437
0	1908.0474	-3.17084265	0.207192409
0	1909.0474	-3.12882233	0.206315833
0	1909.9738	-3.07839847	0.205515673
0	1910.9738	-3.03981638	0.204664833
0	1911.8596	-2.98977447	0.203922334
0	1912.7062	-2.93973231	0.203222296
0	1913.7062	-2.90879035	0.202407473
0	1914.6264	-2.85683846	0.201668989
0	1915.6264	-2.81863832	0.200878535
0	1916.6264	-2.78311253	0.200100507
0	1917.517	-2.73268843	0.19941792
0	1918.517	-2.69639826	0.198662626
0	1919.517	-2.65170431	0.197919139
0	1920.517	-2.61847043	0.197187013
0	1921.4532	-2.56804657	0.196511756
0	1922.4532	-2.54016042	0.195801467
0	1923.4532	-2.49661255	0.195102172
0	1924.4532	-2.45841241	0.194413619
0	1925.4532	-2.41983032	0.193735818
0	1926.4532	-2.38277626	0.193068628
0	1927.4532	-2.3510704	0.192411594
0	1928.4532	-2.31134224	0.191764623
0	1929.4532	-2.2792542	0.191127563
0	1930.4532	-2.24258256	0.190500269
0	1931.4532	-2.20973039	0.189882428
0	1932.4532	-2.1745863	0.189274086
0	1933.4532	-2.13906026	0.188674998
0	1934.4532	-2.10544443	0.188084866
0	1935.4532	-2.07526636	0.187503606
0	1936.4532	-2.04394245	0.186931205
0	1937.4532	-2.01529241	0.186367357
0	1938.4532	-1.98473239	0.185811827
0	1939.4532	-1.95646429	0.185264475
0	1940.4532	-1.9224664	0.184725289
0	1941.4532	-1.89916432	0.184193989
0	1942.4532	-1.8747164	0.183670361
0	1943.4532	-1.8514142	0.183154238
0	1944.4532	-1.82047212	0.182645584
